Study_ID,Citation,Year,SAR_TYPE,Island.Type,Lat,Long,Study location,Ecoregion,Number of islands/patches in study,Island_or_Mainland,Min_A,Max_A,Range(order of magnitude),Island Area (m2),Distance From Mainland (m),Species Richness,Total species richness on islands ,Total species richness on islands and mianland,Sampling Method,Number of Sampling Methods,Z,Std. Error,R2,Signifcant?,Notes,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,New Georgia,183000,5301700000,4.46196406,2036000000,,18,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Ngella Sule,183000,5301700000,4.46196406,2.19E+08,,28,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Nupani,183000,5301700000,4.46196406,700106,,4,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Ontong Java Is,183000,5301700000,4.46196406,1500000000,,4,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Owaraha,183000,5301700000,4.46196406,15700000,,8,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Rendova,183000,5301700000,4.46196406,411000000,,16,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Rennell,183000,5301700000,4.46196406,660100000,,66,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Russel Is.,183000,5301700000,4.46196406,30200000,,18,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,San Jorge,183000,5301700000,4.46196406,184000000,,2,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Santa Catalina,183000,5301700000,4.46196406,5620000,,4,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Santa Cruz,183000,5301700000,4.46196406,5.06E+08,,32,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Santa Isabel,183000,5301700000,4.46196406,2999000000,,68,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Savo,183000,5301700000,4.46196406,31000000,,12,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Shortland,183000,5301700000,4.46196406,208000000,,2,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Sikaiana,183000,5301700000,4.46196406,2000000,,1,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Tikopia,183000,5301700000,4.46196406,5000000,,1,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Tulagi,183000,5301700000,4.46196406,2080000,,21,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Ugi,183000,5301700000,4.46196406,43980000,,38,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Vangunu,183000,5301700000,4.46196406,509000000,,3,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Vanikoro,183000,5301700000,4.46196406,173000000,,2,,,,,0.2,0.08,15,Y,,
13,Sarnat et al 2013,,Insular,Oceanic,-9.155282,159.799091,Solomon,Australasia,,Vella Lavella,183000,5301700000,4.46196406,629900000,,7,,,,,0.2,0.08,15,Y,,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 5",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Coronadito,4000,1173400000,5.467386093,72000,2913,5,65,,"Museum collections, pitfalls",3,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 6",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Bota,4000,1173400000,5.467386093,93000,2919,6,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 7",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Cabez de Caballo,4000,1173400000,5.467386093,704000,2015,10,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 8",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Cerraja,4000,1173400000,5.467386093,37000,2957,4,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 9",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Coronado,4000,1173400000,5.467386093,8684000,2187,16,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 10",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Flecha,4000,1173400000,5.467386093,129000,2907,2,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 11",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Jorobado,4000,1173400000,5.467386093,39000,2179,3,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 12",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,La Ventana,4000,1173400000,5.467386093,1275000,3150,14,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 13",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Llave,4000,1173400000,5.467386093,22000,2957,2,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 14",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Los Gemelitos Este,4000,1173400000,5.467386093,47000,826,2,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 15",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Los Gemelitos Oeste,4000,1173400000,5.467386093,20000,848,4,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 16",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Mitlan,4000,1173400000,5.467386093,156000,1960,9,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 17",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Pata,4000,1173400000,5.467386093,136000,2559,7,,,"Museum collections, pitfalls",,0.33,,0.66,,HC-data set,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 18",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,El Piojo,4000,1173400000,5.467386093,533000,6323,5,65,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 19",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,El Pescador,4000,1173400000,5.467386093,35000,516,2,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 20",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Bahia Animas Blanca,4000,1173400000,5.467386093,29000,643,4,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 21",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Bahia Animas Est,4000,1173400000,5.467386093,4000,204,4,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 22",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Bahia Animas Oeste,4000,1173400000,5.467386093,4000,121,4,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 23",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Angel del guarda,4000,1173400000,5.467386093,924100000,12120,25,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 24",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Partida,4000,1173400000,5.467386093,931000,17392,2,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 25",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Islote eat of Partida,4000,1173400000,5.467386093,140000,19392,1,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 26",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Rasa,4000,1173400000,5.467386093,377000,20253,3,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 27",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Salsipeudes,4000,1173400000,5.467386093,998000,18054,3,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 28",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,San Lorenzo Norte,4000,1173400000,5.467386093,4192000,19305,3,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 29",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,San Esetban,4000,1173400000,5.467386093,41534000,34500,10,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 30",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,San Pedro Martir,4000,1173400000,5.467386093,2900000,47250,4,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 31",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Tiburion,4000,1173400000,5.467386093,1173400000,1745,37,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 32",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Carmen,4000,1173400000,5.467386093,138650000,5760,14,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 33",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Mestiza,4000,1173400000,5.467386093,87000,239,8,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 34",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Islote Blanco,4000,1173400000,5.467386093,30000,630,7,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 35",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Danzante,4000,1173400000,5.467386093,4490000,2679,14,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 36",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Las Tijeras,4000,1173400000,5.467386093,25000,1787,5,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 37",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Pardo,4000,1173400000,5.467386093,38000,457,10,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 38",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,San Jose,4000,1173400000,5.467386093,162260000,4696,7,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 39",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,San Francisco,4000,1173400000,5.467386093,3868000,7163,3,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 40",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Espiritu Santo,4000,1173400000,5.467386093,80599000,6269,2,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 41",n/a,Insular,Oceanic,26.7313,-110.7122,Seea of Cortez,Neotropic,37,Cerralvo,4000,1173400000,5.467386093,139870000,9189,5,,,"Museum collections, pitfalls",,0.11,,0.24,,LC-data,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Bromby2,15000,209730000,4.145569298,520000,,4,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Bromby3,15000,209730000,4.145569298,61000,,8,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Bromby6,15000,209730000,4.145569298,110000,,8,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Bromby7,15000,209730000,4.145569298,120000,,4,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Bromby 9,15000,209730000,4.145569298,15000,,5,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Big Bromby,15000,209730000,4.145569298,2820000,,9,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Bromby12,15000,209730000,4.145569298,120000,,5,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Bromby 14,15000,209730000,4.145569298,56000,,5,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Truant,15000,209730000,4.145569298,3060000,,14,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Wigram,15000,209730000,4.145569298,22830000,,41,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Cotton,15000,209730000,4.145569298,21200000,,29,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Kidney,15000,209730000,4.145569298,460000,,9,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Pobassoo,15000,209730000,4.145569298,3920000,,19,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Hearld,15000,209730000,4.145569298,37000,,7,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Astel,15000,209730000,4.145569298,12680000,,29,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Yingalingala,15000,209730000,4.145569298,180000,,5,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Bosanquet,15000,209730000,4.145569298,1550000,,5,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Dharawul,15000,209730000,4.145569298,550000,,5,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Ngangatja,15000,209730000,4.145569298,150000,,5,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Inglis,15000,209730000,4.145569298,81810000,,31,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Galiwulan,15000,209730000,4.145569298,91000,,4,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Munyana,15000,209730000,4.145569298,580000,,8,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Ranba,15000,209730000,4.145569298,62000,,1,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Gunyami,15000,209730000,4.145569298,68000,,2,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Rimbija,15000,209730000,4.145569298,2460000,,15,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,X,15000,209730000,4.145569298,55000,,4,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Emu,15000,209730000,4.145569298,200000,,10,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Jensen,15000,209730000,4.145569298,710000,,10,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Marchinbar,15000,209730000,4.145569298,209730000,,45,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,F,15000,209730000,4.145569298,600000,,6,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Guluwuru,15000,209730000,4.145569298,41140000,,15,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Raragala,15000,209730000,4.145569298,93990000,,40,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Djeegaree,15000,209730000,4.145569298,3190000,,8,74,,"Pitfall, baits",2,0.29,,0.71,,,
15,Woinarski et al 1998,,Insular,Continental,-11.968581,135.692886,Wesell and English Islands Company groups,Australasia,34,Jirgari,15000,209730000,4.145569298,7470000,,22,74,,"Pitfall, baits",2,0.29,,0.71,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Cuba,26000000,1.14525E+11,3.643926952,1.14525E+11,,146,383,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Bahamas,26000000,1.14525E+11,3.643926952,13864000000,,59,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Jamaica,26000000,1.14525E+11,3.643926952,10991000000,,59,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Hispaniola,26000000,1.14525E+11,3.643926952,76190000000,,88,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Mona,26000000,1.14525E+11,3.643926952,52000000,,13,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Puerto Rico,26000000,1.14525E+11,3.643926952,8897000000,,56,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Culebra,26000000,1.14525E+11,3.643926952,26000000,,26,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,St. Thimas,26000000,1.14525E+11,3.643926952,83000000,,39,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,St. Croix,26000000,1.14525E+11,3.643926952,218000000,,7,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Antigua,26000000,1.14525E+11,3.643926952,280000000,,11,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Monterrat,26000000,1.14525E+11,3.643926952,102000000,,7,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Guadeloupe,26000000,1.14525E+11,3.643926952,1780000000,,15,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Dominica,26000000,1.14525E+11,3.643926952,728000000,,28,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Martinique,26000000,1.14525E+11,3.643926952,1116000000,,20,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,St. Lucia,26000000,1.14525E+11,3.643926952,616000000,,16,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,St. Vincent,26000000,1.14525E+11,3.643926952,389000000,,63,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Barbados,26000000,1.14525E+11,3.643926952,430000000,,18,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Grenada,26000000,1.14525E+11,3.643926952,344000000,,39,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Tobago,26000000,1.14525E+11,3.643926952,300000000,,19,,,,,0.28,,0.47,,,
16,Wilson zoogeography of caribean insects: chapter 9: The biogeography of the west indian ants,,Insular,Continental,18.728625,-71.116239,West Indian Isands,Neotropic,,Trinididad,26000000,1.14525E+11,3.643926952,4828000000,,148,,,,,0.28,,0.47,,,
17,Vasconcelos et al. 2006,,Mainland,Habitat-patches,-2.5,-54.95,Alter do Chao,Neotropic,26,F4,23892,3610000,2.179254696,314240,"8,714.00",78,,,"baits, hand, wrinkler",3,0.04,0.01,0.3,Y,,self
17,Vasconcelos et al. 2006,,Mainland,Habitat-patches,-2.5,-54.95,Alter do Chao,Neotropic,26,F6,23892,3610000,2.179254696,84861,"9,135.00",65,,,,3,0.44,,0.3,,,
17,Vasconcelos et al. 2006,,Mainland,Habitat-patches,-2.5,-54.95,Alter do Chao,Neotropic,26,F7,23892,3610000,2.179254696,23892,"9,904.00",67,,,,3,0.44,,0.3,,,
17,Vasconcelos et al. 2006,,Mainland,Habitat-patches,-2.5,-54.95,Alter do Chao,Neotropic,26,F8,23892,3610000,2.179254696,38171,"9,266.00",62,,,,3,0.44,,0.3,,,
17,Vasconcelos et al. 2006,,Mainland,Habitat-patches,-2.5,-54.95,Alter do Chao,Neotropic,26,F9,23892,3610000,2.179254696,263360,"7,770.00",70,,,,3,0.44,,0.3,,,
17,Vasconcelos et al. 2006,,Mainland,Habitat-patches,-2.5,-54.95,Alter do Chao,Neotropic,26,F10,23892,3610000,2.179254696,224390,"7,509.00",65,,,,3,0.44,,0.3,,,
